vehicle_id,vehicle_localmips,total_tasks,total_task_mips,tasks_completed_local,local_failed,tasks_from_others,other_task_mips,others_completed,others_failed,total_execution_time,total_computation_time,simulation_time,trust_factor,z_score,other_total_comp_time
2501,2544.296335,579,428389.68,210,0,369,272085.9281,368,1,168.3725571,168.1599789,6000,10651.44027,0.34922243,106.7269809
2504,2589.306441,772,590967.8263,250,0,522,400412.0322,515,7,228.2340232,226.1212723,6000,15041.51486,0.400538924,152.5278995
2507,2594.88563,577,432572.3665,157,0,420,315469.3969,419,1,166.7019007,166.4438842,6000,12105.74935,0.341891788,121.31551
2510,2430.543572,979,732663.1867,220,0,759,571412.531,757,2,301.4400544,300.8437581,6000,23390.40077,0.253370196,234.500304
2513,1938.13635,460,353209.0937,108,0,352,272061.7813,312,40,182.2416126,165.8036618,6000,10749.69785,1.452747747,123.9349293
2516,1213.338914,276,209320.7578,198,0,78,60510.81088,40,38,172.5163146,149.3745348,6000,358.7758541,7.489714859,26.72953829
2519,1206.689649,287,219058.3904,145,0,142,107779.9404,93,49,181.5366449,151.222139,6000,2868.967951,5.903430765,59.00418547
2522,2961.486901,633,478530.4335,118,0,515,389324.8533,513,2,161.584518,161.0454646,6000,13038.4522,0.260614403,130.9235754
2525,1889.915666,423,313315.2927,68,0,355,262401.4969,326,29,165.7826846,154.3175591,6000,11591.27151,1.425358835,127.3778407
2528,1092.737741,440,326613.6096,68,0,372,276878.7662,170,202,298.8947827,161.9038513,6000,-2060.105984,3.848760004,116.3898715
2531,2653.994079,633,468290.6283,113,0,520,382961.9834,488,32,176.447503,167.7230481,6000,12684.75627,0.608952181,135.5720175
2534,1352.179696,320,242804.6008,46,0,274,209194.3334,217,57,179.5653356,147.2682445,6000,9011.479197,2.795893059,122.411883
2537,1063.55105,324,241084.0551,48,0,276,206273.9773,150,126,226.6784045,137.5410354,6000,1567.361732,4.32922343,104.8109865
2540,2540.58516,579,439053.0887,111,0,468,355218.5595,438,30,172.8157338,163.8711854,6000,12192.85187,0.818790902,130.8730672
2543,1424.361213,315,235404.6359,54,0,261,194496.7189,218,43,165.2703217,141.7746828,6000,8955.885932,2.978472528,113.0544982
2546,1249.36113,409,296269.8348,120,0,289,208344.533,171,118,237.1370676,169.0727602,6000,3063.224241,3.439912116,98.69654977
2549,1665.76102,348,264302.0125,72,0,276,208966.8576,268,8,158.6674254,155.3289208,6000,11877.12724,1.096290343,122.109777
2552,1917.686375,605,451280.3814,234,0,371,276752.4302,296,75,235.3254355,206.6618438,6000,8698.860984,2.624970673,115.6522015
2555,2245.089772,532,393210.0395,191,0,341,250024.9132,331,10,175.1422346,171.9986194,6000,10507.79882,0.723863035,108.2216034
2558,2818.439405,731,551246.0621,263,0,468,350789.6896,456,12,195.5855645,192.3805188,6000,11805.22933,0.463670765,121.257339
2561,2424.302504,559,420827.6627,192,0,367,277407.8018,354,13,173.5871089,169.6300566,6000,10651.37778,0.690973939,110.4708301
2564,1630.250902,387,291678.465,81,0,306,230537.0258,246,60,178.9163034,151.7908311,6000,8716.104631,2.476366098,114.2865186
2567,3157.622878,686,509590.3502,138,0,548,407898.1805,548,0,161.3841709,161.3841709,6000,12917.8878,0.194529569,129.178878
2570,1324.249425,421,313284.5327,84,0,337,251424.1271,169,168,236.57517,140.8680505,6000,-155.2629501,3.186915324,94.15448997
2573,1369.360521,512,388074.4799,282,0,230,174868.9753,150,80,283.3983265,238.9140244,6000,3873.259116,3.675692187,83.21689323
2576,1081.607796,243,181413.4557,63,0,180,133372.003,104,76,167.7257287,116.0714729,6000,2000.05137,5.243832073,71.65476951
2579,1994.346104,455,341168.2027,161,0,294,221674.6698,294,0,171.0677008,171.0677008,6000,11115.15546,0.420251382,111.1515546
2582,1232.248313,297,225102.1318,113,0,184,139819.3537,152,32,182.6759505,162.2097143,6000,7253.439312,7.731413546,93.00062936
2585,2750.256297,853,637241.9192,484,0,369,277846.1606,369,0,231.7027398,231.7027398,6000,10102.5552,0.290099164,101.025552
2588,1430.919707,338,251909.6691,66,0,272,202547.5949,209,63,176.0473826,144.114243,6000,7768.435694,3.011550346,109.6174966
2591,2519.88219,769,570196.9114,101,0,668,494932.4846,668,0,226.2791942,226.2791942,6000,19641.09619,0.215080103,196.4109619
2594,2525.587061,558,418868.292,104,0,454,340662.2546,447,7,165.8498725,163.7745181,6000,13073.36751,0.433557504,132.8090295
2597,2057.100514,490,374604.6883,241,0,249,189486.7648,231,18,182.1032496,175.0823537,6000,7807.172608,1.648071552,85.09262192
2600,3047.383927,929,697361.2025,157,0,772,578566.9942,763,9,228.8392993,226.9264913,6000,18603.13262,0.252499741,187.9441342
2603,2989.340202,693,523845.659,75,0,618,466105.7481,594,24,175.2378865,168.4813459,6000,14240.95359,0.463701039,149.1660766
2606,2301.765725,509,378695.0895,108,0,401,300403.0978,366,35,164.523733,153.4941606,6000,10845.07045,1.010783644,119.4802769
2609,2054.392458,486,361072.4416,84,0,402,296332.7899,381,21,175.7563119,168.3045614,6000,12934.00142,0.837747884,136.7917647
2612,2167.929232,852,638912.5508,222,0,630,474292.4402,593,37,294.7109811,282.0230524,6000,19340.08596,0.704050518,206.0887883
2615,1074.55436,252,190432.2152,101,0,151,113098.0172,69,82,177.219713,120.1158672,6000,-895.6602108,5.725143149,48.14724374
2618,2462.114272,785,588381.7107,175,0,610,460175.0265,597,13,238.9741684,235.0577271,6000,17906.95012,0.438887875,182.9859424
2621,2308.299025,747,558313.8971,210,0,537,404404.6154,537,0,241.8724312,241.8724312,6000,17519.59391,0.285135599,175.1959391
2624,1077.101594,327,244863.7496,249,0,78,59480.97665,5,73,227.3357972,176.0399187,6000,-4736.857572,4.88572364,3.927302799
2627,3058.031396,694,516774.5813,141,0,553,414188.0742,553,0,168.9892988,168.9892988,6000,13544.27148,0.208778412,135.4427148
2630,1996.585337,641,480219.4556,131,0,510,379650.871,441,69,240.5203759,215.3966361,6000,13990.26052,1.145683985,165.026345
2633,1313.400794,311,236162.7981,200,0,111,85329.54027,65,46,179.8101532,153.7296224,6000,1280.733218,5.576096102,38.88786308
2636,1457.39651,349,256189.9051,137,0,212,153268.4309,187,25,175.7860015,163.5754342,6000,8074.477594,2.467960104,92.95534319
2639,3026.90901,786,584260.5495,298,0,488,363979.5224,488,0,193.0221713,193.0221713,6000,12024.79233,0.244352936,120.2479233
2642,3163.369641,594,443388.0559,178,0,416,307044.2814,416,0,140.163214,140.163214,6000,9706.241009,0.230873994,97.06241009
2645,1622.86084,377,285939.8807,130,0,247,186724.5947,209,38,176.1949476,157.6676187,6000,7800.42493,2.456331283,96.5315782
2648,2872.839609,628,470361.1929,111,0,517,386555.9001,506,11,163.7269242,160.6020907,6000,12830.56695,0.413037704,131.430503
2651,1716.810154,415,311240.4134,143,0,272,204713.3133,265,7,181.289942,178.1090468,6000,11287.87165,1.045189208,116.0596118
2654,2155.832688,468,348323.1768,167,0,301,223632.6204,297,4,161.5724535,160.324085,6000,10123.70182,0.618494889,102.4853867
2657,2889.436363,638,471028.2253,218,0,420,312015.7179,403,17,163.0173384,158.6702752,6000,9929.085021,0.50390202,103.6379134
2660,2950.564934,825,617293.9548,242,0,583,433696.8607,581,2,209.2121233,208.6544009,6000,14587.22915,0.259508069,146.430014
2663,2589.331502,1012,748554.8524,388,0,624,461179.0171,624,0,289.0919342,289.0919342,6000,17810.73673,0.219995932,178.1073673
2666,1289.352081,298,223605.0806,55,0,243,182337.3924,170,73,173.4243764,131.380381,6000,5732.985404,3.650454801,99.37384938
2669,1825.925824,446,334139.5853,160,0,286,214619.0126,286,0,182.997349,182.997349,6000,11753.98309,0.815606869,117.5398309
2672,1315.067598,524,393973.6183,195,0,329,244957.6172,194,135,299.5843094,223.0519518,6000,3320.526628,3.201687319,109.7376239
2675,1788.486048,541,403158.6189,148,0,393,293625.4703,364,29,225.4189343,213.1109224,6000,13955.94086,1.43746754,151.8674205
2678,2224.459169,850,637727.3434,192,0,658,494694.3628,580,78,286.6887162,259.2928191,6000,16759.6807,0.935087231,194.9927041
2681,3423.323106,689,519474.4933,481,0,208,157206.8793,207,1,151.7456802,151.5848203,6000,4560.058257,0.410699406,45.76144256
2684,3087.600973,565,418247.9033,214,0,351,256806.7991,348,3,135.4604779,134.7375734,6000,8172.776204,0.34985669,82.45066657
2687,1312.990819,306,231640.7839,210,0,96,73563.22424,32,64,176.4222419,139.3026415,6000,-1821.198183,6.902121326,18.90761861
2690,2733.544634,825,616980.1026,195,0,630,468907.5296,629,1,225.7069795,225.3730656,6000,17087.04466,0.233164267,171.2043605
2693,2883.687174,971,725081.3432,286,0,685,511248.8447,681,4,251.4424413,250.3024154,6000,17500.99292,0.238243381,176.1499551
2696,1488.598892,326,245733.6936,87,0,239,180203.8865,213,26,165.0771709,152.70558,6000,9631.285796,2.082798212,108.6844488
2699,1672.341056,541,401127.109,194,0,347,257075.8305,299,48,239.8596313,219.4278072,6000,11285.84826,1.680166449,133.2903067
2702,2487.36489,803,599684.2354,149,0,654,488673.8627,611,43,241.0921847,228.1959104,6000,17066.99265,0.689680377,183.5662008
2705,3346.409375,635,481006.7572,238,0,397,301080.6475,397,0,143.7381693,143.7381693,6000,8997.125391,0.211038501,89.97125391
2708,2682.564069,630,470757.0806,166,0,464,345076.5865,464,0,175.4877306,175.4877306,6000,12863.6848,0.259403052,128.636848
2711,1158.516001,374,275994.9726,91,0,283,207201.6962,222,61,238.2314724,200.8869529,6000,10416.19188,3.830343211,141.5064383
2714,2895.622632,788,581417.7318,231,0,557,411772.9975,557,0,200.7919559,200.7919559,6000,14220.53388,0.218100565,142.2053388
2717,2293.161538,533,397187.4507,154,0,379,280433.5416,378,1,173.2051773,172.9143891,6000,12170.96522,0.391481542,122.0004403
2720,2383.148664,791,591957.3064,144,0,647,483309.4932,625,22,248.3929414,241.5660568,6000,18914.91447,0.338579724,195.9760293
2723,1267.172469,296,223055.9859,70,0,226,170206.7514,155,71,176.0265405,134.2054551,6000,5067.79439,3.737209143,92.49902934
2726,1016.673815,254,191381.965,90,0,164,123830.5448,142,22,188.2432321,172.0813516,6000,8947.591864,5.383759674,105.6377991
2729,1220.040235,293,217917.6248,87,0,206,154391.268,180,26,178.6151133,163.4212065,6000,9615.823267,2.835544798,111.3521394
2732,2752.453765,578,431709.9947,187,0,391,290576.3349,390,1,156.8455028,156.6357386,6000,10515.03956,0.311135353,105.3601598
2735,1385.788396,422,313107.251,83,0,339,251909.9105,230,109,225.9416025,166.4578001,6000,6281.333026,3.114870944,122.2971327
2738,1286.822,311,233686.5689,58,0,253,189588.763,194,59,181.599762,147.0517213,6000,7823.491154,3.32650041,112.7829523
2741,2536.05122,578,437627.4554,157,0,421,317399.648,392,29,172.562546,164.4471252,6000,10892.42205,0.633299639,117.0396413
2744,3246.833287,943,713792.5604,441,0,502,378387.9239,502,0,219.8426889,219.8426889,6000,11654.06075,0.211766993,116.5406075
2747,3412.710664,660,495436.7043,187,0,473,355170.4075,473,0,145.173955,145.173955,6000,10407.28156,0.227697531,104.0728156
2750,2715.335891,841,631325.1363,219,0,622,468559.2849,622,0,232.5035139,232.5035139,6000,17256.03401,0.227077997,172.5603401
2753,1921.663568,436,322288.3834,91,0,345,256354.1679,338,7,167.7132193,165.2303976,6000,12843.65671,0.724659279,130.9193888
2756,2975.735678,806,604131.3427,212,0,594,443323.8666,594,0,203.019155,203.019155,6000,14897.95851,0.198781847,148.9795851
2759,3238.75182,610,454071.7638,137,0,473,354405.3812,471,2,140.1996167,139.8061265,6000,10863.9552,0.23936025,109.0330422
2762,1218.641587,271,202069.6636,54,0,217,163763.5176,174,43,165.8154996,139.5569289,6000,8186.487817,4.408496464,108.1234489
2765,2795.717823,1092,825113.2492,373,0,719,543799.5541,710,9,295.1346672,292.650447,6000,18954.31622,0.298727339,192.0273824
2768,2805.570848,595,444750.1653,148,0,447,333049.387,432,15,158.5239473,154.6283886,6000,11091.89081,0.567919588,114.8144669
2771,3052.634635,614,458345.1423,268,0,346,260685.864,346,0,150.1473963,150.1473963,6000,8539.700789,0.285174495,85.39700789
2774,3237.970327,821,613386.3714,275,0,546,408668.9197,546,0,189.4354517,189.4354517,6000,12621.14468,0.191400507,126.2114468
2777,2328.490562,725,546949.5099,233,0,492,371347.1162,484,8,234.89445,232.1372973,6000,15396.54547,0.484650317,156.7226074
2780,2013.028974,467,348498.6709,292,0,175,130982.4819,172,3,173.1215374,171.7811928,6000,6238.66712,1.047420057,63.72701583
2783,2254.587892,494,371241.945,200,0,294,220919.1201,279,15,164.6606665,160.0681832,6000,8880.150846,0.938594774,93.39399172
2786,3396.674452,936,703216.8469,249,0,687,515635.7049,687,0,207.0309819,207.0309819,6000,15180.60421,0.170032612,151.8060421
2789,2669.558183,607,457747.1269,144,0,463,348832.8764,463,0,171.4692453,171.4692453,6000,13067.06401,0.260739549,130.6706401
2792,3108.719636,855,640471.4348,154,0,701,526185.7909,701,0,206.0241867,206.0241867,6000,16926.12562,0.175599209,169.2612562
2795,2572.539751,973,728949.567,164,0,809,606482.6415,790,19,283.357941,277.8784146,6000,22479.34331,0.368807094,230.2729595
2798,3207.657079,915,686750.5288,324,0,591,445421.7126,591,0,214.0972404,214.0972404,6000,13886.2011,0.190143809,138.862011
2801,2795.805607,898,673423.7459,128,0,770,574008.5147,746,24,240.8693023,234.1607603,6000,19189.35117,0.408356921,198.6020537
2804,2794.540261,1035,783325.4281,115,0,920,698105.571,895,25,280.3056514,273.7088032,6000,23661.68292,0.33401206,243.2136773
2807,2657.090054,1006,759513.1393,103,0,903,679668.9466,870,33,285.8439585,276.8348521,6000,23777.62588,0.42762093,246.7853652
2810,2603.90594,641,479130.0398,168,0,473,353278.9577,473,0,184.0043576,184.0043576,6000,13567.27032,0.260106728,135.6727032
2813,1071.831512,351,260485.0266,70,0,281,206580.4101,242,39,243.0279607,217.1641866,6000,14100.83508,3.460316112,166.8721249
2816,2746.471167,582,436703.8658,149,0,433,322439.1947,433,0,159.0054435,159.0054435,6000,11740.1267,0.268144445,117.401267
2819,1905.235088,719,540348.5403,66,0,653,490733.5602,576,77,283.6125282,252.8733638,6000,19609.28041,1.098400092,226.8319685
2822,2068.574873,676,506614.1608,97,0,579,434772.8446,524,55,244.9097528,224.849363,6000,17005.91129,0.939569359,190.1195027
2825,1308.103139,428,319112.9684,106,0,322,238734.2326,263,59,243.9509232,211.1299535,6000,11686.2196,2.629481736,149.6831658
2828,1845.080039,722,537098.8153,81,0,641,478030.3117,532,109,291.0978407,246.9795563,6000,17084.72117,1.350709305,214.9654961
2831,1487.652653,347,261398.0424,71,0,276,208175.4738,273,3,175.7117442,174.0077705,6000,13652.75903,0.93280927,138.2315639
2834,2112.926569,644,481229.9185,153,0,491,364342.0167,445,46,227.7551551,211.748867,6000,14042.21985,0.969662682,156.4284865
2837,2122.895416,507,379486.0591,149,0,358,268650.4209,358,0,178.7587161,178.7587161,6000,12654.90607,0.373708143,126.5490607
2840,1941.85202,447,333308.6868,76,0,371,275644.099,351,20,171.6447409,164.2009151,6000,12706.14239,0.998257421,134.5052497
2843,2171.566112,518,385931.7602,81,0,437,327094.0139,410,27,177.7204747,168.3976338,6000,13198.01786,0.73299655,141.3030195
2846,1009.986888,238,177879.5418,77,0,161,119664.932,107,54,176.1206446,135.997839,6000,3823.605766,5.642544609,78.35886325
2849,3055.166663,743,562362.0306,166,0,577,436053.0152,569,8,184.0691827,182.0914879,6000,13877.10354,0.346452413,140.7487301
2852,1806.558236,437,324060.5064,108,0,329,243142.4499,310,19,179.3800498,171.3012119,6000,11843.10936,1.186521778,126.5099315
2855,3213.09198,545,405004.1395,114,0,431,320505.975,431,0,126.0481001,126.0481001,6000,9975.001555,0.248684639,99.75001555
2858,1256.15268,279,205201.6436,66,0,213,155535.2861,149,64,163.357247,126.4274377,6000,4995.91564,4.612897392,86.88896573
2861,2744.49014,809,613457.0444,200,0,609,460658.3527,598,11,223.5231366,220.7117944,6000,16222.57425,0.453688599,165.0370847
2864,2429.834274,747,562132.8371,172,0,575,432043.985,558,17,231.3461635,226.5416655,6000,16819.90092,0.505374477,173.0035072
2867,2533.82217,536,405448.5367,63,0,473,358219.6267,439,34,160.0145983,149.4846248,6000,12031.52572,0.786081741,130.8452307
2870,1460.31238,345,257199.606,195,0,150,110171.977,109,41,176.1264299,155.8688695,6000,3492.899559,3.788750423,55.18655594
2873,1609.594078,377,288255.7967,133,0,244,185560.0564,180,64,179.0860196,149.2208011,6000,5555.332234,2.696793173,85.41854086
2876,1147.695257,273,205975.7762,65,0,208,157770.6907,121,87,179.4690488,123.1769141,6000,2488.313733,5.279661995,81.17527202
2879,1553.50826,495,374339.2241,148,0,347,262032.943,261,86,240.963781,199.5204887,6000,8578.515655,3.197951593,127.2284488
2882,1202.785245,370,273365.2181,89,0,281,209123.7418,132,149,227.2768303,133.6263033,6000,-1343.481917,3.798236791,80.21570777
2885,1511.59173,583,440715.6183,165,0,418,315317.5119,275,143,291.5573099,221.36392,6000,6821.28744,2.349322678,138.4062643
2888,3030.912766,637,474798.4571,166,0,471,351227.4391,454,17,156.6519705,152.4160383,6000,10740.98738,0.532489049,111.6458059
2891,3027.136639,658,495190.959,188,0,470,351210.7034,467,3,163.5839468,162.7655428,6000,11438.39553,0.300277181,115.2023593
2894,3157.11582,609,459866.7937,135,0,474,359275.4373,472,2,145.6604128,145.1596922,6000,11279.71832,0.227266701,113.2979038
2897,2912.67659,646,485520.4891,193,0,453,339113.9012,450,3,166.692207,165.9049598,6000,11485.24038,0.362249094,115.6396511
2900,2000.378329,441,329641.5668,65,0,376,281367.5294,361,15,164.7896111,159.2232396,6000,12952.44145,0.868849811,135.0907859
2903,1177.135865,296,224016.9703,109,0,187,141695.0647,128,59,190.306809,151.2856851,6000,4233.048806,6.627049069,81.35161202
2906,1297.925488,284,211875.3561,34,0,250,186192.9459,195,55,163.2415404,131.2341819,6000,7943.954717,3.124106481,111.4469057
2909,2171.782304,857,635608.3647,84,0,773,572926.5764,705,68,292.6667021,269.5028885,6000,21747.71635,0.832208283,240.6409771
2912,1960.381663,424,324475.3199,32,0,392,298971.1517,321,71,165.5164023,138.5087592,6000,9849.131878,1.686822151,125.4989618
2915,1707.132788,514,386222.941,96,0,418,312429.4636,380,38,226.240714,209.273379,6000,14907.94843,1.209422411,166.0468193
2918,1841.127831,431,324677.1838,49,0,382,288240.1309,311,71,176.346899,147.4749816,6000,9881.244866,1.637649347,127.6843661
2921,2559.61007,978,732051.6308,148,0,830,619054.7477,787,43,286.0012309,273.0825197,6000,21601.76768,0.536506756,228.936388
2924,2133.888196,839,626816.0008,130,0,709,529472.7216,679,30,293.7436,282.4208385,6000,22548.02797,0.551112595,236.8030412
2927,2002.937081,801,597668.7574,109,0,692,518107.7362,604,88,298.3961718,265.5216062,6000,19292.48636,1.048938372,225.7994292
2930,1838.700115,597,441967.2865,253,0,344,259382.1507,333,11,240.3694235,236.2202197,6000,13276.98117,0.947177604,136.9190154
2933,1559.835749,370,275648.4303,163,0,207,155940.8223,167,40,176.7163181,157.0181726,6000,6057.630074,4.247370042,80.27444619
2936,2929.383784,605,460066.8301,186,0,419,319027.1815,417,2,157.052426,156.4982484,6000,10779.75461,0.351500737,108.3517238
2939,1236.334806,387,291725.8836,136,0,251,187693.0781,163,88,235.960261,183.0617266,6000,4601.704916,3.946242066,98.91558353
2942,3037.244807,736,549241.6735,300,0,436,326748.4578,435,1,180.8354968,180.6262617,6000,10716.20768,0.263446037,107.3713119
2945,1890.345942,604,454665.6427,163,0,441,332447.8753,405,36,240.5198078,226.5889008,6000,14800.43426,1.280372678,161.9352495
2948,2177.205601,716,528291.2962,212,0,504,373507.9209,475,29,242.6464897,232.7588102,6000,15177.84534,0.648577805,161.6661329
2951,3223.831793,578,435464.7723,324,0,254,191544.4772,251,3,135.0767658,134.3031886,6000,5786.800415,0.584201702,58.64158135
2954,1421.578894,452,341863.2804,95,0,357,272712.7486,249,108,240.4813985,183.4198299,6000,7771.47903,2.760793228,134.7763589
2957,1987.679612,489,360612.704,82,0,407,299578.4722,380,27,181.4239588,171.1565262,6000,13018.28211,0.844215039,140.4502537
2960,2492.616884,770,576904.9726,428,0,342,258226.9496,342,0,231.4455046,231.4455046,6000,10359.67265,0.319295305,103.5967265
2963,2338.797359,694,523057.7726,299,0,395,298297.553,390,5,223.6439042,221.9917295,6000,12423.8788,0.682668307,125.8909627
2966,3426.358059,589,443985.5847,329,0,260,195373.5645,260,0,129.5794476,129.5794476,6000,5702.0767,0.268787362,57.020767
2969,1644.630729,383,289172.2362,71,0,312,235794.9949,287,25,175.8280635,165.0506633,6000,12181.78064,2.121735318,132.5952066
2972,2970.658768,678,514048.0718,114,0,564,426746.1016,559,5,173.0417769,171.8079285,6000,14118.59959,0.296658271,142.4198443
2975,2785.392774,618,464626.1045,133,0,485,365527.144,453,32,166.8081101,158.4457881,6000,11450.53742,0.273009807,122.8676961
2978,2627.611236,753,567592.9488,535,0,218,164011.7806,218,0,216.0110069,216.0110069,6000,6241.858704,0.591713276,62.41858704
2981,2679.439022,611,455987.2728,355,0,256,191553.054,256,0,170.1801269,170.1801269,6000,7148.998445,0.368892396,71.48998445
2984,3056.695622,948,708320.8088,410,0,538,400030.0505,532,6,231.7276224,230.1410225,6000,12769.68966,0.357295172,129.2834965
2987,3203.183918,641,490384.2861,279,0,362,280668.4378,361,1,153.0927661,152.7878926,6000,8701.195859,0.412738097,87.31683203
2990,1745.687937,419,315985.2158,160,0,259,194508.142,239,20,181.0089931,172.5143692,6000,9443.28098,0.730559509,102.9274337
2993,2922.882669,638,479402.0728,559,0,79,57928.79148,79,0,164.016872,164.016872,6000,1981.906153,0.554957643,19.81906153
2996,2908.586405,847,629599.7569,584,0,263,198906.7298,263,0,216.4624561,216.4624561,6000,6838.60481,0.329090772,68.3860481
2999,2224.07342,695,520026.7589,556,0,139,104335.6749,139,0,233.8172626,233.8172626,6000,4691.197417,0.792973231,46.91197417
3002,2450.333468,587,436080.7316,205,0,382,281246.5468,382,0,177.9679122,177.9679122,6000,11477.88864,0.35317245,114.7788864
3005,2459.899061,590,441677.811,158,0,432,327791.4328,432,0,179.551193,179.551193,6000,13325.40176,0.353438527,133.2540176
3008,3288.850596,648,479654.3381,170,0,478,352769.0867,478,0,145.8425441,145.8425441,6000,10726.21198,0.241981532,107.2621198
3011,2141.556686,518,386267.985,119,0,399,295656.8627,355,44,180.3678546,164.9224185,6000,10716.61145,1.260255763,122.6115505
